trt, performance_error, stability_aggreement, best_performance, best_stability
near, 43.99, 0, 1, 88
xploit, 50.25, 0, 0, 4
xplor, 43.48, 0, 1, 19
adapt, 41.58, 0, 1, 10
bore, 57.03, 0, 0, 0
random, 40.33, 0, 1, 10
