Dataset, FM-500-100-1.00-SAT-1
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 0, 0, 7
refined_Aggrement, 0, 0, 0, 0, 0, 4, 27, 77, 100
