Dataset, Health-Commits0005
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 1, 9, 28, 41, 59, 76
refined_Aggrement, 0, 0, 13, 42, 62, 68, 80, 87, 99
