Dataset, dconvert
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 6, 9, 19, 43
refined_Aggrement, 0, 1, 1, 16, 27, 36, 48, 63, 85
