Dataset, SS-T
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 0, 0, 0
refined_Aggrement, 2, 4, 8, 16, 31, 43, 59, 77, 97
