Dataset, LLVM
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 4, 6, 24, 44, 71
refined_Aggrement, 0, 8, 66, 71, 71, 71, 83, 95, 100
