Dataset, SS-L
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 0, 0, 5
refined_Aggrement, 0, 0, 0, 0, 0, 47, 70, 82, 100
