Dataset, Medical_Data_and_Hospital_Readmissions
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 6, 15, 93
refined_Aggrement, 0, 0, 0, 0, 0, 0, 5, 39, 100
