Dataset, SS-V
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 0, 3, 35
refined_Aggrement, 0, 0, 0, 0, 8, 33, 73, 97, 100
