Dataset, SS-B
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 9, 16, 20, 23, 30, 31, 39
refined_Aggrement, 3, 13, 24, 45, 54, 60, 61, 61, 61
