Dataset, player_statistics_cleaned_final
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 7, 15, 27, 35, 65
refined_Aggrement, 5, 25, 52, 72, 87, 92, 100, 100, 100
