Dataset, WA_Fn-UseC_-Telco-Customer-Churn
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 1, 1, 4, 15, 39
refined_Aggrement, 0, 0, 5, 15, 28, 64, 92, 100, 100
