Dataset, X264_AllMeasurements
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 2, 7, 17, 37, 66, 96, 100
refined_Aggrement, 0, 0, 2, 32, 67, 94, 99, 100, 100
