Dataset, Life_Expectancy_Data
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 3, 3, 4, 6
refined_Aggrement, 0, 1, 1, 3, 5, 23, 40, 61, 85
