Dataset, 7z
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 21, 57, 73, 73, 73, 73, 73, 73, 73
refined_Aggrement, 46, 86, 100, 100, 100, 100, 100, 100, 100
