Dataset, Car_price_cleaned
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 1, 4, 18
refined_Aggrement, 0, 0, 0, 6, 23, 37, 47, 54, 61
