Dataset, wc+sol-3d-c4-obj1
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 4, 36, 78, 91, 91, 100
refined_Aggrement, 14, 54, 76, 95, 100, 100, 100, 100, 100
