Dataset, SS-G
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 2, 2, 7, 9, 9, 10, 15
refined_Aggrement, 9, 9, 9, 10, 11, 17, 21, 28, 35
