Dataset, wc-6d-c1-obj1
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 3, 3, 3, 4, 28
refined_Aggrement, 4, 4, 7, 17, 34, 42, 49, 54, 74
