Dataset, SS-J
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 56, 64, 64, 100, 100
refined_Aggrement, 0, 0, 0, 44, 100, 100, 100, 100, 100
