Dataset, SS-D
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 0, 0, 0, 4, 8, 52
refined_Aggrement, 0, 0, 0, 3, 41, 53, 64, 72, 79
