Dataset, rs-6d-c3_obj1
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 2, 2, 3, 10, 16, 37
refined_Aggrement, 3, 28, 51, 55, 71, 86, 95, 97, 100
