Dataset, HSQLDB
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 2, 16, 18, 18, 20, 43, 86, 100
refined_Aggrement, 9, 19, 46, 46, 56, 66, 89, 100, 100
