Dataset, nasa93dem
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 0, 1, 3, 3, 7, 13, 17
refined_Aggrement, 0, 3, 15, 17, 20, 24, 27, 27, 27
