Dataset, SS-M
Sigmas, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 1
initial_Aggrement, 0, 0, 2, 9, 18, 44, 72, 95, 100
refined_Aggrement, 2, 2, 2, 2, 2, 2, 38, 100, 100
