trt, performance_error, stability_agreement, best_performance, best_stability
10, 40.77, 0, 0, 33
20, 11.48, 9, 1, 31
50, 6.41, 32, 1, 15
100, 9.44, 85, 1, 32
200, 9.44, 100, 1, 38
