trt, performance_error, stability_agreement, best_performance, best_stability
10, 36.65, 0, 1, 25
20, 36.85, 0, 1, 48
50, 36.12, 5, 1, 79
100, 31.42, 5, 1, 84
200, 34.60, 9, 1, 80
