trt, performance_error, stability_agreement, best_performance, best_stability
10, 8.98, 0, 0, 29
20, 6.76, 5, 0, 38
50, 5.71, 32, 1, 43
100, 4.66, 34, 1, 62
200, 4.83, 55, 1, 95
