trt, performance_error, stability_agreement, best_performance, best_stability
10, 25.45, 0, 0, 5
20, 15.07, 0, 0, 0
50, 1.26, 13, 1, 24
100, 0.32, 32, 1, 32
200, 0.32, 100, 1, 53
