trt, performance_error, stability_agreement, best_performance, best_stability
10, 63.18, 0, 0, 88
20, 37.50, 0, 0, 73
50, 27.36, 0, 0, 44
100, 16.97, 0, 1, 22
200, 6.66, 3, 1, 34
