trt, performance_error, stability_agreement, best_performance, best_stability
10, 62.09, 0, 0, 29
20, 42.95, 2, 1, 25
50, 42.67, 11, 1, 70
100, 38.44, 3, 1, 66
200, 58.31, 18, 0, 97
