trt, performance_error, stability_agreement, best_performance, best_stability
10, 48.55, 0, 0, 31
20, 48.59, 0, 0, 49
50, 43.26, 0, 0, 74
100, 36.78, 0, 1, 64
200, 32.07, 1, 1, 95
