trt, performance_error, stability_agreement, best_performance, best_stability
10, 67.12, 0, 0, 36
20, 61.84, 0, 0, 47
50, 49.95, 0, 1, 73
100, 51.40, 0, 1, 83
200, 51.71, 0, 1, 97
