trt, performance_error, stability_agreement, best_performance, best_stability
10, 22.24, 57, 0, 38
20, 16.85, 2, 0, 45
50, 12.37, 62, 0, 62
100, 7.01, 64, 1, 62
200, 0.59, 67, 1, 62
