trt, performance_error, stability_agreement, best_performance, best_stability
10, 60.33, 0, 0, 91
20, 55.67, 0, 0, 60
50, 46.68, 0, 0, 54
100, 51.14, 0, 0, 63
200, 39.09, 1, 1, 44
