trt, performance_error, stability_agreement, best_performance, best_stability
10, 55.23, 0, 1, 83
20, 56.94, 0, 1, 89
50, 49.92, 0, 1, 23
100, 50.26, 3, 1, 19
200, 55.87, 45, 1, 23
