trt, performance_error, stability_agreement, best_performance, best_stability
10, 54.91, 0, 1, 18
20, 59.57, 0, 1, 31
50, 54.97, 0, 1, 48
100, 61.69, 0, 1, 88
200, 65.14, 0, 1, 91
