trt, performance_error, stability_agreement, best_performance, best_stability
10, 58.44, 0, 0, 15
20, 59.71, 0, 0, 50
50, 42.32, 0, 1, 93
100, 37.23, 0, 1, 89
200, 35.32, 0, 1, 92
