trt, performance_error, stability_agreement, best_performance, best_stability
10, 56.06, 0, 0, 21
20, 44.87, 0, 0, 18
50, 33.80, 0, 0, 46
100, 22.96, 0, 1, 78
200, 16.37, 0, 1, 99
