trt, performance_error, stability_agreement, best_performance, best_stability
10, 69.30, 0, 0, 17
20, 64.50, 0, 0, 23
50, 51.87, 0, 0, 49
100, 53.57, 0, 0, 99
200, 36.02, 0, 1, 94
