trt, performance_error, stability_agreement, best_performance, best_stability
10, 46.73, 0, 1, 47
20, 39.32, 0, 1, 26
50, 42.46, 0, 1, 17
100, 39.92, 13, 1, 30
200, 39.44, 51, 1, 38
