trt, performance_error, stability_agreement, best_performance, best_stability
10, 53.12, 0, 1, 0
20, 64.57, 0, 1, 11
50, 52.45, 22, 1, 16
100, 52.45, 74, 1, 24
200, 52.45, 77, 1, 24
