trt, performance_error, stability_agreement, best_performance, best_stability
10, 45.16, 0, 0, 12
20, 39.99, 0, 0, 17
50, 20.52, 0, 1, 58
100, 17.95, 0, 1, 78
200, 15.35, 0, 1, 96
