trt, performance_error, stability_agreement, best_performance, best_stability
10, 2.22, 0, 1, 13
20, 0.95, 19, 1, 28
50, 1.05, 20, 1, 70
100, 1.12, 45, 1, 93
200, 1.07, 33, 1, 100
