trt, performance_error, stability_agreement, best_performance, best_stability
10, 40.98, 0, 0, 43
20, 42.14, 0, 0, 51
50, 26.37, 12, 0, 10
100, 3.29, 70, 1, 3
200, 3.29, 94, 1, 6
