trt, performance_error, stability_agreement, best_performance, best_stability
10, 32.31, 0, 0, 49
20, 26.07, 35, 0, 21
50, 4.28, 93, 1, 22
100, 4.28, 100, 1, 30
200, 4.27, 100, 1, 30
