trt, performance_error, stability_agreement, best_performance, best_stability
10, 67.06, 0, 0, 52
20, 53.68, 0, 0, 61
50, 41.79, 0, 1, 62
100, 35.84, 0, 1, 58
200, 32.37, 0, 1, 95
