trt, performance_error, stability_agreement, best_performance, best_stability
10, 63.30, 0, 0, 36
20, 52.70, 0, 0, 57
50, 23.94, 0, 1, 36
100, 14.14, 5, 1, 54
200, 0.77, 29, 1, 76
