trt, performance_error, stability_agreement, best_performance, best_stability
10, 57.24, 0, 0, 37
20, 49.75, 0, 0, 44
50, 45.99, 0, 0, 65
100, 40.46, 0, 1, 84
200, 29.06, 0, 1, 90
