trt, performance_error, stability_agreement, best_performance, best_stability
10, 61.91, 0, 0, 25
20, 59.49, 0, 0, 6
50, 51.64, 0, 0, 81
100, 47.01, 0, 1, 70
200, 37.63, 0, 1, 96
