trt, performance_error, stability_agreement, best_performance, best_stability
10, 56.24, 9, 0, 69
20, 34.66, 31, 0, 34
50, 3.65, 63, 1, 40
100, 3.10, 54, 1, 34
200, 3.26, 85, 1, 39
