trt, performance_error, stability_agreement, best_performance, best_stability
10, 52.42, 0, 0, 44
20, 42.15, 0, 0, 49
50, 45.05, 8, 0, 31
100, 25.01, 63, 1, 1
200, 25.01, 89, 1, 3
