trt, performance_error, stability_agreement, best_performance, best_stability
10, 58.68, 0, 1, 89
20, 49.32, 0, 1, 88
50, 49.32, 13, 1, 69
100, 49.32, 5, 1, 71
200, 34.87, 8, 1, 77
