trt, performance_error, stability_agreement, best_performance, best_stability
10, 66.94, 0, 0, 8
20, 72.64, 12, 0, 34
50, 53.94, 43, 1, 80
100, 35.84, 27, 1, 98
200, 42.39, 41, 1, 98
