trt, performance_error, stability_agreement, best_performance, best_stability
10, 95.03, 0, 0, 94
20, 89.72, 0, 0, 83
50, 83.61, 0, 0, 82
100, 80.75, 13, 0, 57
200, 50.10, 58, 1, 68
