trt, performance_error, stability_agreement, best_performance, best_stability
10, 41.10, 0, 0, 66
20, 25.65, 0, 0, 57
50, 14.45, 55, 1, 29
100, 5.76, 93, 1, 35
200, 5.52, 89, 1, 29
