trt, performance_error, stability_agreement, best_performance, best_stability
10, 17.64, 9, 0, 46
20, 1.34, 52, 1, 52
50, 1.55, 52, 1, 98
100, 1.47, 52, 1, 95
200, 1.53, 55, 1, 97
