trt, performance_error, stability_agreement, best_performance, best_stability
10, 62.56, 0, 0, 79
20, 50.40, 0, 1, 55
50, 45.94, 0, 1, 59
100, 36.19, 0, 1, 62
200, 49.43, 3, 1, 61
