trt, performance_error, stability_agreement, best_performance, best_stability
10, 45.75, 0, 0, 18
20, 31.82, 0, 0, 34
50, 24.90, 6, 0, 74
100, 15.47, 15, 0, 76
200, 8.51, 38, 1, 93
