trt, performance_error, stability_agreement, best_performance, best_stability
10, 76.18, 0, 0, 6
20, 59.09, 0, 0, 26
50, 53.79, 0, 1, 45
100, 41.89, 0, 1, 99
200, 52.00, 7, 1, 98
