trt, performance_error, stability_agreement, best_performance, best_stability
10, 31.14, 0, 0, 94
20, 24.73, 38, 0, 73
50, 16.80, 69, 1, 71
100, 15.72, 78, 1, 70
200, 14.65, 88, 1, 67
