trt, performance_error, stability_agreement, best_performance, best_stability
10, 51.28, 0, 1, 0
20, 30.23, 0, 1, 2
50, 37.04, 0, 1, 60
100, 34.76, 1, 1, 81
200, 41.36, 1, 1, 99
