trt, performance_error, stability_agreement, best_performance, best_stability
10, 79.77, 0, 0, 12
20, 73.73, 0, 0, 30
50, 72.47, 0, 0, 84
100, 62.89, 0, 1, 90
200, 61.99, 0, 1, 95
