dataset600,0.0,1.0,1.0,1.0,1.0
dconvert,0.0,0.0,1.0,1.0,1.0
deeparch,0.0,0.0,0.0,1.0,1.0
dress-up,1.0,1.0,1.0,1.0,1.0
exastencils,0.0,0.0,0.0,0.0,1.0
home_data_for_ml_course,0.0,0.0,0.0,1.0,1.0
javagc,0.0,0.0,1.0,1.0,1.0
nasa93dem,1.0,1.0,1.0,1.0,1.0
player_statistics_cleaned_final,0.0,1.0,1.0,1.0,1.0
pom3a,0.0,0.0,1.0,0.0,1.0
pom3b,0.0,0.0,0.0,1.0,1.0
pom3c,0.0,0.0,1.0,1.0,1.0
pom3d,1.0,1.0,1.0,1.0,1.0
redis,1.0,1.0,1.0,1.0,1.0
rs-6d-c3_obj1,0.0,0.0,1.0,1.0,1.0
rs-6d-c3_obj2,1.0,1.0,1.0,1.0,1.0
socks,0.0,1.0,1.0,1.0,1.0
sol-6d-c2-obj1,0.0,0.0,1.0,1.0,1.0
storm,1.0,1.0,1.0,1.0,1.0
student_dropout,0.0,1.0,1.0,1.0,1.0
wallpaper,1.0,1.0,1.0,1.0,1.0
wc+rs-3d-c4-obj1,0.0,0.0,1.0,1.0,1.0
wc+sol-3d-c4-obj1,0.0,0.0,1.0,1.0,1.0
wc+wc-3d-c4-obj1,0.0,0.0,1.0,1.0,1.0
wc-6d-c1-obj1,0.0,0.0,0.0,1.0,1.0
x264,0.0,0.0,1.0,1.0,1.0
xomo_flight,0.0,0.0,1.0,1.0,1.0
xomo_ground,0.0,0.0,0.0,1.0,1.0
xomo_osp,0.0,0.0,1.0,1.0,1.0
xomo_osp2,0.0,0.0,0.0,1.0,1.0
